filename,class,subset,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
benign_10,benign,train,1.057744354087783,-8.935355882792248,-0.671715672629667,-0.47044414414742924,0.9473956650368082,-1.1522259498422178,-2.4958568704902895,-1.3109811815557018,0.01658438289261051,0.9392368927116311,-0.9678799160574141,0.19945747194489338,-0.42479633689994006,-0.7957543195740813,0.7994510241810996
benign_103,benign,train,2.251338684708939,-7.242163912869513,-1.1308735041162383,0.15087972104339675,1.7322665125690635,0.1426987492198337,-0.8438982988598795,0.05789484725860696,0.6022006074979912,1.2399546217530653,-0.7327000617267952,-0.21667264535182548,-0.1587811053430494,-0.33844350741017803,-0.09516152423755672
benign_107,benign,train,-0.45943091998081564,-0.633105052253974,1.7494946524824524,1.428743477530727,0.20406466839283088,-1.0682887795528946,0.21208549088572695,-0.5861507105581609,-0.048752021605107346,0.47134695193964093,0.33255617947018773,-0.7037699425915086,0.6024137301827245,0.35220874653102713,-0.5035211223992138
benign_11,benign,test,-7.560963760834524,-1.2513384596197057,-1.0915466327187437,1.3587292536338353,-2.4103356472051973,1.2129598252309581,0.7218067448753268,-0.03501959990841281,-1.5190916363452092,0.12159045404781092,-0.5692414458522811,3.8626557668319466,-0.7371614433302346,-0.1643865824868706,0.12449748528182576
benign_110,benign,train,1.740019043370893,-6.121250479842533,-1.2083450713084722,-1.4481315545551243,4.001460688972043,2.375424371446445,-1.4266718400649374,1.2657665024844236,0.10834193952207,1.8246326906650343,-0.9395158001308204,-0.07480435409627344,0.03812706432424604,-0.8040282109791341,-1.2827668830930439
benign_111,benign,train,-5.292993601009735,2.001683699052055,3.086204098056795,2.712921113383847,-0.845211792262644,0.6023753372982837,0.7531465155132138,-1.2628330590844061,-0.8435518610642972,0.8180532661790998,-0.12901366185968885,0.021227257515667272,-0.3992854433793019,-0.20726015985355856,0.1246489032417974
benign_112,benign,train,-6.022312532583571,1.1228875990882967,-0.001994279217151337,0.28375600670990975,2.426821433657524,0.6746759231164698,-0.3693618829463891,-2.421536420324531,2.9712310495168968,-0.7197842515056602,-1.4591743312440153,0.5251158510310344,2.006594514828575,0.4065649041432778,0.4971015891795191
benign_118,benign,train,-1.3037103516719615,-0.2204178428957099,2.1755966301125227,1.4226462397001252,-1.9072915003114426,-0.06431403527152435,0.37042107688954984,-0.026019908778128497,-0.33429065469481484,0.7118673802578706,0.8705929338233209,-0.503126948785833,-0.41066233704837096,-0.6191022520359742,0.49038721068439806
benign_119,benign,test,1.6085070222714608,2.6315735174940573,0.6391192803334079,-1.7760037941036289,1.1116875123969165,-2.392717599200414,-0.787184815174361,0.03120769366448799,0.9045179774705517,0.37968443449226985,0.34911912064979633,0.9648835462424578,-0.2469335782233279,0.7460344114627155,0.5181882227557394
benign_124,benign,val,-2.3790546204212033,-1.5192483885346557,1.3495914590321416,-1.5936255513866562,-1.4983350225991834,1.8306178980435899,1.8305625764162192,-0.2941230225000685,-0.12255864123872819,0.5571767476662514,-0.6735981890008891,0.059069969000543156,-0.45902501955194036,1.1297277774987835,-0.9842946912155563
