filename,class,subset,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
benign_10,benign,train,-0.9110332648388269,-10.07320848406093,-0.3732394083374652,3.1689795240425185,0.3654954419309425,-2.3764412454666597,-0.5673733527693753,0.5289660248858522,1.185149428625517,-1.2961569034987779,-1.0121810127702335,1.3619600169672152,-0.5190843846185679,-0.16635925348095829,0.23230122766016886,1.702303137187687
benign_103,benign,train,1.6684865517385878,-8.63508974642451,0.1854610730060875,2.3352907279383626,-0.16245817623978048,-0.33765943928743714,1.183426226953392,-0.18204503252598792,0.40402458283105325,-0.7068114175529734,0.1641074212270652,-0.002332240821470699,-0.1634534919140427,-0.6282550870084979,-0.6647224853704262,0.00383295256738709
benign_107,benign,train,-0.4306132568547165,-1.6261224378974561,-3.202918622822,0.17135764506346055,-0.7608113014484675,0.7508968012927322,-1.2252976434716625,-0.741708002532336,0.12545415071805707,-0.37594387527797735,0.6746446478917371,-0.534164023316604,-0.13840417972480945,0.22747985786958697,-0.02399949882957702,0.4533386163115208
benign_11,benign,test,-14.759447977558391,-4.8406589364119075,8.130725147411706,-1.5683381712945346,2.829982302383282,1.6072841141790362,2.62791234367911,0.8974599606642387,12.859360033444354,0.24336969906994443,1.817272589653055,1.1601715954959158,3.093014979476463,1.8930080858057523,0.27762328668231584,-1.4722975438993948
benign_110,benign,train,0.042358896967217674,-4.096138122804105,1.1719442243458857,0.758248334877011,-0.9355378852490476,-1.257779527791756,2.0556334012831647,0.24304802082660015,1.555675451595759,-0.18844606882610954,-0.6800445940355394,-1.1025102888558536,-0.397462999600826,-0.8116738532082823,0.8583136989492389,-1.1265750280976436
benign_111,benign,train,-5.031904150357873,0.9220544825364365,-2.904389247672963,-1.925437560061536,-0.567308882260761,0.47286285605275624,0.6038098906743309,2.636057582775534,-2.5830001655093806,-0.32527091111586404,-0.6731719249040361,0.01952727089314857,-1.7743028684799835,1.0641404437672488,0.1373875013957774,0.06862437507963759
benign_112,benign,train,-6.48534470689168,2.3191647561769466,3.1417845306192955,0.7333331956215342,-1.1779341391134663,1.039897136994896,-1.007275702764357,0.2677567690372068,1.0557854219806855,-1.8812849033177983,-0.6952357236291505,0.40413472037033976,-1.5347122641005961,1.3339536702249442,0.04479615574701516,-0.3709127178688534
benign_118,benign,train,-2.171085296320505,-2.539404262788219,-3.58991941102914,-0.44024987360519124,-0.8223429688769991,1.3761493387528092,0.015349682284433076,-0.7294868796887056,0.5042325827479928,0.15237015549117985,0.13107762277530033,-1.2082325921294998,0.27868488933688845,-0.004316214336327272,0.7548674902145402,-0.2510065235234904
benign_119,benign,test,-1.3753579751508973,-0.12188641640115498,-3.537505190730261,2.2804257544020428,0.7316269591481666,1.0716722786472401,0.41633035626652043,-0.7491419641508168,0.2304062894913392,0.5104559075684578,0.4040154514381967,0.8496262550770596,-0.7982417955874668,-0.11920120217198597,-0.21697494177027118,-0.6500296052527698
benign_124,benign,val,-1.652662939253189,0.18945400118344552,-2.0084524090261398,-1.2208651054738646,-0.39054956521286843,-1.0915530737798749,0.3006557454664908,-0.8607131509016508,0.5538914047902329,0.26352194541598023,1.1016620196880507,-2.3936857273643,-0.7093854214519939,-0.5637406840357664,-0.0765688491156334,0.3597294348440627
benign_125,benign,train,-3.600357639457742,-0.27755090544785166,-2.001869161910073,-2.5998778564174967,0.6368898269803345,0.2616421944803126,1.095453624311341,0.9970850033541169,-0.8196122674109629,0.2388692271100588,-1.2033069650874544,0.7700224798423921,-0.12279726987954366,0.8940747974574266,-1.7715434788585602,-0.3469449523305595
benign_129,benign,train,-3.4304405589256657,0.06897251805069264,-0.4904749229051759,-1.434670660400353,0.3670475508862296,-0.7282439530823094,0.5277949494100092,0.6509026111458952,0.5117549651296581,1.0361766178567886,-0.3876129028099331,-1.4298950209406847,0.03167797169402483,-0.8896322817169886,-0.35950856975281975,0.3979893102880967
benign_130,benign,test,-3.1353464505370305,-6.429415006411836,-0.3052852839101162,0.8581594056036486,0.8025715598467007,-2.8728419734593267,0.126501137078837,0.5973724173562731,0.8459773453466867,-1.4325377672198525,0.6307149195556522,0.42601050744555874,-0.3335604419768946,-0.11467217341259785,0.9354118774491945,-0.37060730913045425
