filename,class,subset,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
benign_10,benign,train,-0.8980373716421204,-10.083039202748932,-0.49642601405010467,3.234250939082057,-0.4773792402153803,-2.3370417691932204,-0.49831862628911555,0.20779267937947876,1.3584348085567586,-1.082348587450942,-0.4114822542760273,-1.1910541227314588,1.3259521741086004,-0.25278238370189865,0.5644478633351588,1.4910736828652194
benign_103,benign,train,1.6652638151894676,-8.669605804536014,0.07268865401937742,2.354851493061893,0.15477325228276465,-0.252474868218392,1.1955779546655143,0.2652976850589176,0.358031658295442,-0.5428963924313145,-0.3593286529922996,0.35749670691504576,0.30425294778652145,-0.4151272855222641,-0.687335210155045,0.20027493476608627
benign_107,benign,train,-0.4361727261134102,-1.6362339120291374,-3.2059922180547358,0.09483789427462071,0.7484967624355972,0.6585424595506931,-0.9235627710426592,-1.1291705575030373,0.2110054040120259,-0.3710431374626347,0.05175400687784945,0.7974199245948067,-0.36004033594767576,0.17115955596500704,0.12436088539188672,0.5267979937412101
benign_11,benign,test,-14.767953908540118,-4.894082303579213,8.088543314351138,-1.4754330750141427,-2.7033009582780787,1.9300069436358627,2.995730336159499,2.5526173554690343,12.592437589449059,-0.27431517604542155,2.763609996259766,-0.44975293118650617,-1.4108259959884926,1.8106603960791645,-0.6042474556795642,-1.5068946419107216
benign_110,benign,train,0.0667201528180419,-4.149612759621769,1.139675522656688,0.808151919461708,0.8937133012761612,-1.187099330088672,1.7930062339670196,1.0964173215927948,1.3620578610121348,0.2944652302207145,-1.3582558035159684,0.2928879461386023,-0.4034825227904787,-1.0068797005426093,0.4193304133165015,-1.3137804929336787
benign_111,benign,train,-4.934058106284709,0.888543640099317,-2.776273958258676,-1.8641458842383785,0.4903537326541009,0.36062530099433726,-0.9308049458445931,2.4639992662217653,-2.61686088053151,0.08576650211247949,-1.1959817167090918,0.30278449343676866,1.2933274647206674,0.9629483666374704,0.9418258991086966,0.03795853973088165
benign_112,benign,train,-6.4343612820735565,2.2211500669085718,3.2103634612180163,0.794716761968986,1.1619983751024747,0.9364590465355274,-1.290472747759003,-0.1667281161787867,1.2709462428405531,-1.1627310544620781,-1.477907254376229,0.14420044796071568,1.3962095664991452,1.217646535498451,0.6726711810724998,-0.21897054774183491
benign_118,benign,train,-2.1693336201537154,-2.5363376886665483,-3.5871583886908085,-0.5201536952094864,0.8231435709271124,1.3221624674182344,0.13881010643450747,-0.5820704384812355,0.441989979834066,0.257699116026225,-0.41928936818075996,0.5372731603571271,-1.083291963674693,-0.20097532887824457,0.4286470427817429,-0.5531063514278167
benign_119,benign,test,-1.371428625063585,-0.14330737349422795,-3.558289108619238,2.1968475421289133,-0.7233446908081224,1.0775532036406792,0.4531304934556065,-0.47417232752426514,0.20706624398124424,0.7169794413354179,0.2706712698711541,0.3863104893680952,1.131490569834529,-0.03418804840044492,-0.40629531875722036,-0.5465155623393215
benign_124,benign,val,-1.6361641475678639,0.16933958763501644,-1.941329499461135,-1.278409468787661,0.3174148420252887,-1.1387196403352122,0.5424285668109461,-0.535728374354312,0.395780292932895,0.5337377831388995,-0.7572965788079253,2.3396883990826245,-1.2279470397425625,-0.5726107422330392,0.12559995631388945,0.2904590320662384
benign_125,benign,train,-3.549817656640748,-0.30722401249260095,-1.9073989097735329,-2.58762479783715,-0.676822069239364,0.2411673388368583,0.34285281831942027,1.3731600558167443,-0.9079278760668045,0.5331440738602655,-0.7455169087373934,-0.9135202522581379,0.849038737480928,1.3596548609082968,-1.3064762576367088,0.15680042818754383
benign_129,benign,train,-3.3974653875529306,0.027671684407155676,-0.40484200558697536,-1.451941496569989,-0.44760410000525236,-0.762465718018585,0.19801961422741401,0.97448597499675,0.27418945488731483,1.1736674029528447,-0.6921088595651809,0.4218630676260107,-1.0924879078077903,-0.79423387743958,-0.3472800707210913,0.46000594352747337
benign_130,benign,test,-3.093088627702902,-6.4388438093846885,-0.35476698984075233,0.9596030420140912,-0.8836337276884121,-2.8047616414588457,0.1340729771229987,0.4827435587351562,0.9418493438626402,-1.471765828964544,0.22153508662898105,0.33398725576613636,0.6159008815224761,-0.36929330882885764,0.7970958365094717,-0.45431797256687473
benign_131,benign,test,4.902127579253558,1.9044327790289388,-0.0209892313807079,-0.0536349269030885,3.712278012581026,-1.0472208015001443,-0.11196141451924954,-0.5406914359631703,-0.008213349810725601,0.07300026988714486,0.7503952186659492,-1.1490825040378956,-0.4157311165628541,0.9964653041209282,0.3089584677418026,-1.5691209552416925
benign_134,benign,train,-7.164589893248798,1.211121108536347,-1.3095842552209782,-2.49136796928274,-1.4840980711731036,-0.006611074604943877,4.511622854613052,2.4577554294744313,1.40852593357741,2.7023334054367134,1.1882121512049444,-0.9664843876099934,-0.48929113815060854,2.150127039417336,1.7184976453354233,-0.4311918670716793
benign_136,benign,train,-0.6558965952289935,-4.039281798686236,-2.491449682713649,-0.424228178911057,0.33869429181567273,-1.5032930160741447,-0.3052629259557217,-0.12112583132834343,0.6886932499083488,0.03174701365361789,0.2689519188516821,0.757071529158167,0.44143335632910097,-0.34163940527397957,-0.18401399739083307,-0.3457065467532666
benign_137,benign,train,-1.6650572722306296,-0.8744879626510549,-3.2198653723712485,0.16516442161915154,-0.7291369275895231,0.35009936580706447,-0.25920570267080806,-0.7315880380528407,0.8830807972579293,-0.13341189320736704,0.8093818851936105,0.04413548274084996,0.013363433391215075,0.12832774603667368,-0.45413596773482284,0.2626891618671448
