filename,class,subset,mask_source,mask_area_px,wavelet_levels,int_mean,int_std,int_skew,int_kurtosis,int_contrast_lesion_bg,int_delta_perilesional,morph_area_relative,morph_perimeter_px,morph_circularity,morph_irregularity,morph_aspect_ratio_wh,morph_solidity,morph_extent,glcm_homogeneity_d1,glcm_contrast_d1,glcm_entropy_d1,glcm_correlation_d1,glcm_homogeneity_d4,glcm_contrast_d4,glcm_entropy_d4,glcm_correlation_d4,wav_L1_LL_energy,wav_L1_LL_entropy,wav_L1_LL_mean,wav_L1_LL_kurt,wav_L1_LH_energy,wav_L1_LH_entropy,wav_L1_LH_mean,wav_L1_LH_kurt,wav_L1_HL_energy,wav_L1_HL_entropy,wav_L1_HL_mean,wav_L1_HL_kurt,wav_L1_HH_energy,wav_L1_HH_entropy,wav_L1_HH_mean,wav_L1_HH_kurt,wav_L2_LL_energy,wav_L2_LL_entropy,wav_L2_LL_mean,wav_L2_LL_kurt,wav_L2_LH_energy,wav_L2_LH_entropy,wav_L2_LH_mean,wav_L2_LH_kurt,wav_L2_HL_energy,wav_L2_HL_entropy,wav_L2_HL_mean,wav_L2_HL_kurt,wav_L2_HH_energy,wav_L2_HH_entropy,wav_L2_HH_mean,wav_L2_HH_kurt
benign_10,benign,train,manual,32918,2,8.919162768090407,19.556557860405942,3.777943965261559,19.588834588956438,0.9199152143963594,137.0982207690815,0.0823866551538566,702.6000661849976,0.837967031222655,0.16203296877734497,1.0609137055837563,0.9893604231783515,0.7995045296673065,0.9441775048162692,0.2303754843774661,1.9552913015794084,0.9765289961276975,0.8685039818659367,1.7629493569553416,2.2643511553230025,0.7767782427498635,1775.956267894247,9.911665183298382,18.45913476145637,14.367446431427908,54.14769036138123,6.849525546832052,0.14870485222474716,180.65138317344935,23.665430383025363,7.579481033418398,0.08621237072898419,76.65355443896148,18.234090143250008,6.770671088608383,-0.008731101292950762,161.55818202294202,6779.577479592051,8.25569498020176,38.20203859105219,8.98103581653577,316.8263924151316,6.056358047977104,-0.05983906468037019,75.59432150273908,130.3823200195941,6.968661167080503,0.17754430836506302,25.37398038379521,76.60438289155924,6.332310314148406,-0.0822952531563609,56.40399854467241
benign_103,benign,train,manual,49587,2,14.868554258172505,20.739110374066797,2.842103861019773,12.5240317400359,0.8752465141983008,115.17376320386069,0.11065809734216797,904.2813059091568,0.7620274093831141,0.23797259061688592,1.8191489361702127,0.9892668329175084,0.7712299365433665,0.9357457600777432,0.20147322342632357,2.9589993725925416,0.9832094225181026,0.8107651884804825,1.231999519584809,3.5954343761538516,0.8847414565360808,2562.194778858889,11.322645391470253,29.927063921814025,10.491448896652033,41.30466966491836,7.6095846267277745,0.056174031127732296,200.08679711616352,11.558773506011166,7.162486651677874,0.059082998445824764,193.72171320806748,8.520679165366357,6.793604946416975,0.024878916325111928,242.00804609729062,10554.907750057158,9.468994390091716,61.97567503665775,9.200863389883278,268.58452904702517,7.155905152624163,0.09347144711042984,51.64363688286056,58.77011130331917,6.395787336478659,0.06360725802212136,138.14193028484667,26.711498693822602,6.03279258689199,-0.052591301778746775,129.82883694837037
benign_107,benign,train,manual,9871,2,60.4205247695269,29.996804276622846,0.9792833128534737,0.6128191105575489,0.34370584064497867,77.73853563315765,0.021112451448419375,391.42135310173035,0.809621417024311,0.190378582975689,1.3541666666666667,0.9846384039890427,0.790945512819879,0.872630557281272,0.28707256431445527,4.765799003805652,0.9895174613598507,0.6278700705741301,1.8591156327064227,5.871396525428056,0.9272659552742069,18612.667632114666,10.748354224125315,122.37105785113008,0.5667118480258733,23.099026593567913,6.585159024586305,0.18394135464957867,113.3679584277662,27.297100319212767,5.994700403552899,0.026184101565582464,77.62198169632704,10.843988266399352,5.78981930112695,-0.0468925403719857,95.50076846702595,77193.82504889266,8.9051844065119,249.86557963308417,0.6810041210547677,140.16991361953558,6.515753773153511,0.16205015975980225,24.595024500306344,167.2781600393691,5.550996483611266,-0.03877198040216219,33.47934707521886,45.18440016204996,5.327277877926347,-0.2854963306009706,29.45027435642877
benign_11,benign,test,manual,1951,2,17.10148641722194,50.27932182133753,3.543529738784272,11.911986733292974,0.8465891500729923,115.91883878603011,0.004823918327180719,187.29646384716034,0.6988886337333325,0.30111136626666746,1.894736842105263,0.9563725490149197,0.7130847953190311,0.8976467744004034,10.497352363746328,1.8454090838727035,0.853439601014581,0.8458345230217614,33.68965119594402,1.8594284540170904,0.4634651257804941,9985.42894225434,5.62656029847725,36.925153170252244,11.338352113751373,741.4299237697193,5.746488952775456,1.0949683568909037,14.503922209542107,360.73768852456027,4.255652657006008,0.9496513430653717,42.61108860846568,158.57991950704985,4.749588341731882,0.21917397851409534,30.749964609981106,33300.09803969479,4.563724260441652,84.25179516924237,7.1058939974081685,5231.857359165472,3.7199174097699315,10.279070664444324,20.063108793149762,1461.6994422562752,3.192847457048142,-3.110159122067623,38.88938703982742,572.4104868688277,4.336230673506335,-0.1812739644077614,12.13012453271323
benign_110,benign,train,manual,37724,2,40.89476195525395,46.18496172292402,3.000113155759604,8.881211985250628,0.40227720720599336,100.64219236551313,0.14523754523753965,804.6589432954788,0.7321564877387524,0.2678435122612476,2.1818181818181817,0.9914844407062156,0.8455262686030022,0.8954917443733716,0.9829357646253116,4.250840286376461,0.9846435133004401,0.7288996350830813,8.68632453120804,5.156427875082497,0.846398219601895,15491.668935996715,11.088937656020008,83.48170304730469,8.23570788370333,152.52029375836517,8.491758858039141,0.37280855216726233,49.240626032055346,19.674286194049177,7.237153368999441,0.019502766727557075,128.84532014775002,26.099787776007027,6.304591133958467,-0.006594027048634239,204.30118144781008,63802.948253869436,9.303878536474894,172.84391774944433,7.087189864248005,1452.3306626089602,7.4532760892246745,1.3227727528663675,23.378786529247023,101.4323216175619,6.754033436500867,-0.1099755990762796,83.2143746213995,69.58524652275423,5.8319110235930065,0.014472128903108106,135.8707765196488
benign_111,benign,train,manual,2367,2,69.382762991128,42.02325596275285,1.08794857896027,0.7040906110502734,0.22950577749345064,105.76969438098834,0.015753219526803384,188.2253954410553,0.8395598968422263,0.16044010315777368,1.4222222222222223,0.977695167282207,0.8218749999971463,0.7840836909304332,1.2178506071734316,5.5469913063200185,0.9763986535081608,0.4802724776957255,6.827989078864027,6.724134641766914,0.8531507318072263,28590.193445071058,8.6101034224951,145.73265130540432,0.06742433292672878,186.85897061115622,5.544260020866378,0.7597512442205859,23.775847399977966,95.80538697372405,5.300624722024866,0.16360659366365612,24.40409432843068,30.708125258233284,5.131829386065229,-0.06283549369640182,39.045585906277076,129981.17036172838,6.936826162865194,314.4848572336856,-0.4262571063182228,609.2424116811502,5.381659674262122,0.8998665709716683,4.803169724046861,682.7116539841799,4.604961312780932,2.2799460790242696,9.470993754267672,189.87526008815388,4.581059921362705,0.1035865768919483,9.70522479560713
benign_112,benign,train,manual,4986,2,107.44604893702366,47.49160414571132,2.1171053654158722,3.816892101727176,-0.24623626244141644,78.82667833570362,0.012495488993142956,280.308655500412,0.7974236678744403,0.2025763321255597,1.5384615384615385,0.972688255948161,0.7670769230757429,0.8322422079929023,5.176579788742359,4.926492311458693,0.921190400552288,0.5654691312919331,19.694867855747468,6.126789801078297,0.6573707603161874,55786.23240436142,9.894120551146674,217.42406337556625,3.428558053867473,350.7902559761437,6.7626176129348,0.4660827506885748,16.613046944332762,269.73680938251846,5.961131354097452,-0.06665182953094292,33.64743969815196,94.42333852590077,5.988843607578611,0.022213143625363748,33.81473491730426,232661.02043589109,8.13297515500033,446.76986815030085,2.492757219730936,2505.3787446711235,5.831296567798481,2.3388391475094013,6.768968343169648,1058.9965690236495,4.944959603276949,0.7636502911661873,18.68145271084145,238.66730860414717,5.362522349333064,-0.6181337370276961,12.220374415708518
benign_118,benign,train,manual,6834,2,42.9177641205736,35.40173261914155,1.3542017298271933,2.1175060550638625,0.5569245347878323,81.19353267087024,0.016879909104381346,316.75230729579926,0.8559438273351101,0.1440561726648899,1.2098765432098766,0.9838756118615263,0.8609221466353478,0.8581349696460316,0.34110881017328937,4.894537912436219,0.9910021278515705,0.609595189526235,2.6678252500988378,6.009387592562749,0.9232982850659018,12845.441604725645,9.655550243330017,88.4300472412262,1.8111630658020008,39.85697966458811,6.158432042054511,0.32954837427778133,74.21575629324015,46.976949707013645,5.0132587806148585,0.05952699216916226,103.84558181490272,13.477190176192021,4.810402364537945,-0.01914115008862083,141.55296115635312,55551.36043644053,7.84099617817483,185.94467575844493,1.408590190372986,268.6381239399212,5.469653030116765,0.967165376308716,23.836286502375987,170.5509284076123,5.111245604727899,-0.13229213935996337,26.256317078046262,54.45849282964487,4.346574466782434,-0.1604261265360672,59.20169138575765
benign_119,benign,test,manual,5148,2,96.03632478632478,24.560456968005795,1.2215883288648617,1.8188700938167797,0.11794280483929702,34.67018799191099,0.011548556430445936,293.237587928772,0.7523312907883071,0.24766870921169293,1.896551724137931,0.9850746268637867,0.8068965517228732,0.8717650432269136,0.32857343934525285,4.473401632908406,0.9822216419617082,0.637732624271315,2.520659737518118,5.606883954588729,0.8542164553563789,39245.333131833286,10.255325852430717,192.29713904324078,2.049900929356691,35.93719239248937,5.915793948367376,0.14417761955128705,52.698462165676204,5.758925530517312,5.804602317599308,0.02847782022210181,69.43625102440642,8.238472632842186,5.192240264503177,0.08689357539631112,62.204646665143144,157108.05110379585,8.4414539982543,385.9128502187621,2.4644492101178193,271.4995150792255,5.518050396463989,0.5600126001742548,14.63860844074253,37.650998753925,4.931424850259772,0.17922976447283304,39.64338480037349,33.7255879514272,4.556194458872275,0.19916307074237344,26.021950264670355
benign_124,benign,val,manual,7566,2,49.44263811789585,44.34770964069939,0.9135774209420953,-0.013076845455365582,0.47414205128122683,101.34474564686917,0.019104613286871724,378.6518018245697,0.6631261363194496,0.3368738636805504,2.6724137931034484,0.9850279911457036,0.8416017797543475,0.8247419335999433,1.1107530728523676,5.373547057253714,0.9811745200675012,0.5596342489812213,6.179174187316374,6.615789260339664,0.8884652339168674,19063.584733537242,9.770509730521232,103.84388200849634,-0.11130389035365784,178.3693935149062,6.810707473920934,0.2125631283033372,34.31517389476851,17.121387849751233,5.847501914678265,-0.059021539559933334,85.10522703693739,13.187406547866555,5.717041047187369,-0.09702681359951468,80.36494039607499,85959.78390787875,7.98270499813913,224.58724028924937,-0.17087565298439822,1204.13883250934,6.356372506428033,0.7417181907285469,9.905998780601081,76.94855900731372,6.4366021267208104,-0.03285056135786854,12.805648448742557,62.322654782305285,5.295294676318307,-0.17571806110469246,31.633958741952462
